IDSTAZIONE;GIORNO;MESE;ANNO;ORA;LIVIDRO_MIN;LIVIDRO_MED;LIVIDRO_MAX;PORT_MIN;PORT_MED;PORT_MAX
214;01;01;2021;01;0.11;0.12;0.12;1.11;1.18;1.21
214;01;01;2021;02;0.11;0.12;0.12;1.11;1.16;1.21
214;01;01;2021;03;0.11;0.12;0.12;1.11;1.18;1.21
214;01;01;2021;04;0.11;0.12;0.12;1.11;1.16;1.21
214;01;01;2021;05;0.11;0.12;0.12;1.11;1.18;1.21
214;01;01;2021;06;0.11;0.11;0.12;1.11;1.13;1.21
214;01;01;2021;07;0.11;0.11;0.12;1.11;1.13;1.21
214;01;01;2021;08;0.11;0.12;0.12;1.11;1.16;1.21
214;01;01;2021;09;0.12;0.12;0.12;1.21;1.21;1.21
214;01;01;2021;10;0.11;0.12;0.12;1.11;1.18;1.21
214;01;01;2021;11;0.12;0.12;0.12;1.21;1.21;1.21
214;01;01;2021;12;0.11;0.12;0.12;1.11;1.16;1.21
214;01;01;2021;13;0.11;0.12;0.12;1.11;1.18;1.21
214;01;01;2021;14;0.11;0.12;0.12;1.11;1.18;1.21
214;01;01;2021;15;0.12;0.12;0.12;1.21;1.21;1.21
214;01;01;2021;16;0.12;0.12;0.12;1.21;1.21;1.21
214;01;01;2021;17;0.12;0.12;0.12;1.21;1.21;1.21
214;01;01;2021;18;0.12;0.12;0.12;1.21;1.21;1.21
214;01;01;2021;19;0.11;0.12;0.12;1.11;1.16;1.21
214;01;01;2021;20;0.12;0.12;0.12;1.21;1.21;1.21
214;01;01;2021;21;0.11;0.12;0.12;1.11;1.16;1.21
214;01;01;2021;22;0.11;0.12;0.12;1.11;1.18;1.21
214;01;01;2021;23;0.12;0.12;0.12;1.21;1.21;1.21
214;02;01;2021;00;0.11;0.12;0.12;1.11;1.18;1.21
214;02;01;2021;01;0.12;0.12;0.12;1.21;1.21;1.21
214;02;01;2021;02;0.12;0.12;0.12;1.21;1.21;1.21
214;02;01;2021;03;0.11;0.12;0.12;1.11;1.18;1.21
214;02;01;2021;04;0.11;0.12;0.12;1.11;1.18;1.21
214;02;01;2021;05;0.11;0.12;0.12;1.11;1.18;1.21
214;02;01;2021;06;0.11;0.12;0.12;1.11;1.18;1.21
214;02;01;2021;07;0.11;0.12;0.12;1.11;1.18;1.21
214;02;01;2021;08;0.11;0.12;0.12;1.11;1.18;1.21
214;02;01;2021;09;0.11;0.12;0.12;1.11;1.16;1.21
214;02;01;2021;10;0.12;0.12;0.12;1.21;1.21;1.21
214;02;01;2021;11;0.11;0.12;0.12;1.11;1.18;1.21
214;02;01;2021;12;0.12;0.12;0.12;1.21;1.21;1.21
214;02;01;2021;13;0.12;0.12;0.12;1.21;1.21;1.21
214;02;01;2021;14;0.12;0.12;0.12;1.21;1.21;1.21
214;02;01;2021;15;0.12;0.12;0.13;1.21;1.23;1.31
214;02;01;2021;16;0.10;0.11;0.11;1.01;1.08;1.11
214;02;01;2021;17;0.09;0.09;0.10;0.92;0.94;1.01
214;02;01;2021;18;0.09;0.10;0.11;0.92;1.01;1.11
214;02;01;2021;19;0.11;0.11;0.12;1.11;1.13;1.21
214;02;01;2021;20;0.08;0.09;0.10;0.84;0.90;1.01
214;02;01;2021;21;0.08;0.10;0.14;0.84;1.05;1.42
214;02;01;2021;22;0.12;0.13;0.13;1.21;1.28;1.31
214;02;01;2021;23;0.12;0.13;0.13;1.21;1.28;1.31
214;03;01;2021;00;0.12;0.12;0.12;1.21;1.21;1.21
214;03;01;2021;01;0.12;0.12;0.13;1.21;1.23;1.31
214;03;01;2021;02;0.12;0.12;0.12;1.21;1.21;1.21
214;03;01;2021;03;0.12;0.12;0.12;1.21;1.21;1.21
214;03;01;2021;04;0.12;0.12;0.13;1.21;1.23;1.31
214;03;01;2021;05;0.12;0.12;0.12;1.21;1.21;1.21
214;03;01;2021;06;0.12;0.12;0.12;1.21;1.21;1.21
214;03;01;2021;07;0.12;0.12;0.12;1.21;1.21;1.21
214;03;01;2021;08;0.11;0.12;0.12;1.11;1.18;1.21
214;03;01;2021;09;0.12;0.12;0.13;1.21;1.23;1.31
214;03;01;2021;10;0.12;0.12;0.13;1.21;1.23;1.31
214;03;01;2021;11;0.12;0.12;0.12;1.21;1.21;1.21
214;03;01;2021;12;0.12;0.12;0.12;1.21;1.21;1.21
214;03;01;2021;13;0.12;0.12;0.13;1.21;1.23;1.31
214;03;01;2021;14;0.12;0.12;0.12;1.21;1.21;1.21
214;03;01;2021;15;0.12;0.12;0.12;1.21;1.21;1.21
214;03;01;2021;16;0.12;0.12;0.12;1.21;1.21;1.21
214;03;01;2021;17;0.11;0.12;0.12;1.11;1.18;1.21
214;03;01;2021;18;0.12;0.12;0.12;1.21;1.21;1.21
214;03;01;2021;19;0.12;0.12;0.12;1.21;1.21;1.21
214;03;01;2021;20;0.12;0.12;0.12;1.21;1.21;1.21
214;03;01;2021;21;0.11;0.12;0.12;1.11;1.18;1.21
214;03;01;2021;22;0.11;0.12;0.12;1.11;1.18;1.21
214;03;01;2021;23;0.11;0.12;0.12;1.11;1.16;1.21
214;04;01;2021;00;0.11;0.12;0.12;1.11;1.16;1.21
214;04;01;2021;01;0.11;0.11;0.11;1.11;1.11;1.11
214;04;01;2021;02;0.11;0.12;0.12;1.11;1.16;1.21
214;04;01;2021;03;0.11;0.11;0.12;1.11;1.13;1.21
214;04;01;2021;04;0.11;0.11;0.11;1.11;1.11;1.11
214;04;01;2021;05;0.11;0.11;0.11;1.11;1.11;1.11
214;04;01;2021;06;0.11;0.11;0.11;1.11;1.11;1.11
214;04;01;2021;07;0.11;0.11;0.12;1.11;1.13;1.21
214;04;01;2021;08;0.11;0.11;0.12;1.11;1.13;1.21
214;04;01;2021;09;0.11;0.11;0.12;1.11;1.13;1.21
214;04;01;2021;10;0.11;0.11;0.11;1.11;1.11;1.11
214;04;01;2021;11;0.11;0.11;0.11;1.11;1.11;1.11
214;04;01;2021;12;0.11;0.11;0.12;1.11;1.13;1.21
214;04;01;2021;13;0.11;0.11;0.11;1.11;1.11;1.11
214;04;01;2021;14;0.11;0.11;0.11;1.11;1.11;1.11
214;04;01;2021;15;0.11;0.11;0.11;1.11;1.11;1.11
214;04;01;2021;16;0.11;0.11;0.11;1.11;1.11;1.11
214;04;01;2021;17;0.11;0.12;0.12;1.11;1.16;1.21
214;04;01;2021;18;0.11;0.11;0.12;1.11;1.13;1.21
214;04;01;2021;19;0.11;0.11;0.11;1.11;1.11;1.11
214;04;01;2021;20;0.11;0.11;0.12;1.11;1.13;1.21
214;04;01;2021;21;0.11;0.11;0.11;1.11;1.11;1.11
214;04;01;2021;22;0.11;0.11;0.11;1.11;1.11;1.11
214;04;01;2021;23;0.11;0.11;0.11;1.11;1.11;1.11
214;05;01;2021;00;0.11;0.11;0.11;1.11;1.11;1.11
214;05;01;2021;01;0.11;0.11;0.11;1.11;1.11;1.11
