IDSTAZIONE;GIORNO;MESE;ANNO;ORA;LIVIDRO_MIN;LIVIDRO_MED;LIVIDRO_MAX;PORT_MIN;PORT_MED;PORT_MAX
214;01;01;2013;01;0.19;0.19;0.19;1.30;1.30;1.30
214;01;01;2013;02;0.19;0.19;0.19;1.30;1.30;1.30
214;01;01;2013;03;0.19;0.19;0.19;1.30;1.30;1.30
214;01;01;2013;04;0.19;0.19;0.19;1.30;1.30;1.30
214;01;01;2013;05;0.19;0.19;0.19;1.30;1.30;1.30
214;01;01;2013;06;0.19;0.19;0.19;1.30;1.30;1.30
214;01;01;2013;07;0.19;0.19;0.19;1.30;1.30;1.30
214;01;01;2013;08;0.19;0.19;0.19;1.30;1.30;1.30
214;01;01;2013;09;0.19;0.19;0.19;1.30;1.30;1.30
214;01;01;2013;10;0.19;0.19;0.19;1.30;1.30;1.30
214;01;01;2013;11;0.18;0.19;0.19;1.21;1.26;1.30
214;01;01;2013;12;0.18;0.19;0.19;1.21;1.26;1.30
214;01;01;2013;13;0.18;0.19;0.19;1.21;1.28;1.30
214;01;01;2013;14;0.19;0.19;0.19;1.30;1.30;1.30
214;01;01;2013;15;0.19;0.19;0.19;1.30;1.30;1.30
214;01;01;2013;16;0.19;0.19;0.19;1.30;1.30;1.30
214;01;01;2013;17;0.19;0.19;0.19;1.30;1.30;1.30
214;01;01;2013;18;0.19;0.19;0.19;1.30;1.30;1.30
214;01;01;2013;19;0.19;0.19;0.19;1.30;1.30;1.30
214;01;01;2013;20;0.19;0.19;0.19;1.30;1.30;1.30
214;01;01;2013;21;0.19;0.19;0.19;1.30;1.30;1.30
214;01;01;2013;22;0.19;0.19;0.19;1.30;1.30;1.30
214;01;01;2013;23;0.19;0.19;0.19;1.30;1.30;1.30
214;02;01;2013;00;0.19;0.19;0.19;1.30;1.30;1.30
214;02;01;2013;01;0.19;0.19;0.19;1.30;1.30;1.30
214;02;01;2013;02;0.19;0.19;0.19;1.30;1.30;1.30
214;02;01;2013;03;0.19;0.19;0.19;1.30;1.30;1.30
214;02;01;2013;04;0.19;0.19;0.19;1.30;1.30;1.30
214;02;01;2013;05;0.19;0.19;0.19;1.30;1.30;1.30
214;02;01;2013;06;0.18;0.19;0.19;1.21;1.28;1.30
214;02;01;2013;07;0.19;0.19;0.19;1.30;1.30;1.30
214;02;01;2013;08;0.19;0.19;0.19;1.30;1.30;1.30
214;02;01;2013;09;0.19;0.19;0.19;1.30;1.30;1.30
214;02;01;2013;10;0.18;0.19;0.19;1.21;1.26;1.30
214;02;01;2013;11;0.18;0.18;0.19;1.21;1.23;1.30
214;02;01;2013;12;0.18;0.18;0.18;1.21;1.21;1.21
214;02;01;2013;13;0.18;0.19;0.19;1.21;1.26;1.30
214;02;01;2013;14;0.18;0.18;0.18;1.21;1.21;1.21
214;02;01;2013;15;0.18;0.18;0.19;1.21;1.23;1.30
214;02;01;2013;16;0.18;0.18;0.18;1.21;1.21;1.21
214;02;01;2013;17;0.18;0.18;0.19;1.21;1.23;1.30
214;02;01;2013;18;0.18;0.19;0.19;1.21;1.28;1.30
214;02;01;2013;19;0.18;0.19;0.19;1.21;1.26;1.30
214;02;01;2013;20;0.18;0.18;0.18;1.21;1.21;1.21
214;02;01;2013;21;0.18;0.18;0.19;1.21;1.23;1.30
214;02;01;2013;22;0.18;0.19;0.19;1.21;1.28;1.30
214;02;01;2013;23;0.18;0.18;0.19;1.21;1.23;1.30
214;03;01;2013;00;0.18;0.18;0.18;1.21;1.21;1.21
214;03;01;2013;01;0.18;0.18;0.18;1.21;1.21;1.21
214;03;01;2013;02;0.18;0.18;0.18;1.21;1.21;1.21
214;03;01;2013;03;0.18;0.18;0.18;1.21;1.21;1.21
214;03;01;2013;04;0.18;0.18;0.18;1.21;1.21;1.21
214;03;01;2013;05;0.18;0.18;0.19;1.21;1.23;1.30
214;03;01;2013;06;0.18;0.18;0.18;1.21;1.21;1.21
214;03;01;2013;07;0.18;0.18;0.18;1.21;1.21;1.21
214;03;01;2013;08;0.18;0.18;0.19;1.21;1.23;1.30
214;03;01;2013;09;0.18;0.18;0.18;1.21;1.21;1.21
214;03;01;2013;10;0.18;0.18;0.18;1.21;1.21;1.21
214;03;01;2013;11;0.18;0.18;0.18;1.21;1.21;1.21
214;03;01;2013;12;0.18;0.18;0.18;1.21;1.21;1.21
214;03;01;2013;13;0.18;0.18;0.19;1.21;1.23;1.30
214;03;01;2013;14;0.18;0.19;0.19;1.21;1.26;1.30
214;03;01;2013;15;0.18;0.18;0.18;1.21;1.21;1.21
214;03;01;2013;16;0.18;0.18;0.18;1.21;1.21;1.21
214;03;01;2013;17;0.18;0.18;0.18;1.21;1.21;1.21
214;03;01;2013;18;0.18;0.18;0.18;1.21;1.21;1.21
214;03;01;2013;19;0.18;0.18;0.18;1.21;1.21;1.21
