IDSTAZIONE;GIORNO;MESE;ANNO;ORA;LIVIDRO_MIN;LIVIDRO_MED;LIVIDRO_MAX;PORT_MIN;PORT_MED;PORT_MAX
214;01;01;2022;01;0.10;0.10;0.10;1.18;1.18;1.18
214;01;01;2022;02;0.10;0.10;0.10;1.18;1.18;1.18
214;01;01;2022;03;0.10;0.10;0.11;1.18;1.20;1.28
214;01;01;2022;04;0.10;0.10;0.10;1.18;1.18;1.18
214;01;01;2022;05;0.10;0.10;0.11;1.18;1.20;1.28
214;01;01;2022;06;0.10;0.10;0.10;1.18;1.18;1.18
214;01;01;2022;07;0.10;0.10;0.10;1.18;1.18;1.18
214;01;01;2022;08;0.10;0.10;0.10;1.18;1.18;1.18
214;01;01;2022;09;0.10;0.10;0.10;1.18;1.18;1.18
214;01;01;2022;10;0.10;0.10;0.10;1.18;1.18;1.18
214;01;01;2022;11;0.10;0.10;0.10;1.18;1.18;1.18
214;01;01;2022;12;0.10;0.10;0.10;1.18;1.18;1.18
214;01;01;2022;13;0.10;0.10;0.10;1.18;1.18;1.18
214;01;01;2022;14;0.10;0.10;0.10;1.18;1.18;1.18
214;01;01;2022;15;0.10;0.10;0.10;1.18;1.18;1.18
214;01;01;2022;16;0.10;0.10;0.11;1.18;1.20;1.28
214;01;01;2022;17;0.10;0.10;0.10;1.18;1.18;1.18
214;01;01;2022;18;0.10;0.10;0.10;1.18;1.18;1.18
214;01;01;2022;19;0.10;0.10;0.11;1.18;1.20;1.28
214;01;01;2022;20;0.10;0.10;0.10;1.18;1.18;1.18
214;01;01;2022;21;0.10;0.10;0.10;1.18;1.18;1.18
214;01;01;2022;22;0.10;0.10;0.10;1.18;1.18;1.18
214;01;01;2022;23;0.10;0.10;0.10;1.18;1.18;1.18
214;02;01;2022;00;0.10;0.10;0.11;1.18;1.20;1.28
214;02;01;2022;01;0.10;0.11;0.11;1.18;1.23;1.28
214;02;01;2022;02;0.10;0.10;0.11;1.18;1.20;1.28
214;02;01;2022;03;0.10;0.10;0.11;1.18;1.20;1.28
214;02;01;2022;04;0.10;0.10;0.11;1.18;1.20;1.28
214;02;01;2022;05;0.10;0.10;0.11;1.18;1.20;1.28
214;02;01;2022;06;0.10;0.10;0.10;1.18;1.18;1.18
214;02;01;2022;07;0.10;0.10;0.11;1.18;1.20;1.28
214;02;01;2022;08;0.10;0.10;0.10;1.18;1.18;1.18
214;02;01;2022;09;0.10;0.10;0.10;1.18;1.18;1.18
214;02;01;2022;10;0.10;0.10;0.11;1.18;1.20;1.28
214;02;01;2022;11;0.10;0.10;0.11;1.18;1.20;1.28
214;02;01;2022;12;0.10;0.10;0.10;1.18;1.18;1.18
214;02;01;2022;13;0.10;0.10;0.10;1.18;1.18;1.18
214;02;01;2022;14;0.10;0.10;0.10;1.18;1.18;1.18
214;02;01;2022;15;0.10;0.10;0.11;1.18;1.20;1.28
214;02;01;2022;16;0.10;0.10;0.11;1.18;1.20;1.28
214;02;01;2022;17;0.10;0.10;0.10;1.18;1.18;1.18
214;02;01;2022;18;0.10;0.11;0.11;1.18;1.23;1.28
214;02;01;2022;19;0.10;0.10;0.10;1.18;1.18;1.18
214;02;01;2022;20;0.10;0.10;0.10;1.18;1.18;1.18
214;02;01;2022;21;0.10;0.10;0.11;1.18;1.20;1.28
214;02;01;2022;22;0.10;0.10;0.10;1.18;1.18;1.18
214;02;01;2022;23;0.10;0.10;0.10;1.18;1.18;1.18
214;03;01;2022;00;0.10;0.10;0.10;1.18;1.18;1.18
214;03;01;2022;01;0.10;0.10;0.10;1.18;1.18;1.18
214;03;01;2022;02;0.10;0.10;0.10;1.18;1.18;1.18
214;03;01;2022;03;0.10;0.10;0.10;1.18;1.18;1.18
214;03;01;2022;04;0.10;0.10;0.10;1.18;1.18;1.18
214;03;01;2022;05;0.10;0.10;0.10;1.18;1.18;1.18
214;03;01;2022;06;0.10;0.10;0.10;1.18;1.18;1.18
214;03;01;2022;07;0.10;0.10;0.10;1.18;1.18;1.18
214;03;01;2022;08;0.10;0.10;0.11;1.18;1.20;1.28
214;03;01;2022;09;0.10;0.10;0.10;1.18;1.18;1.18
214;03;01;2022;10;0.10;0.10;0.10;1.18;1.18;1.18
214;03;01;2022;11;0.10;0.10;0.10;1.18;1.18;1.18
214;03;01;2022;12;0.10;0.10;0.10;1.18;1.18;1.18
214;03;01;2022;13;0.10;0.10;0.10;1.18;1.18;1.18
214;03;01;2022;14;0.10;0.10;0.11;1.18;1.20;1.28
214;03;01;2022;15;0.10;0.10;0.10;1.18;1.18;1.18
214;03;01;2022;16;0.10;0.10;0.10;1.18;1.18;1.18
214;03;01;2022;17;0.10;0.10;0.10;1.18;1.18;1.18
214;03;01;2022;18;0.10;0.10;0.10;1.18;1.18;1.18
214;03;01;2022;19;0.10;0.10;0.10;1.18;1.18;1.18
214;03;01;2022;20;0.10;0.10;0.10;1.18;1.18;1.18
214;03;01;2022;21;0.10;0.10;0.10;1.18;1.18;1.18
214;03;01;2022;22;0.10;0.10;0.10;1.18;1.18;1.18
214;03;01;2022;23;0.10;0.10;0.10;1.18;1.18;1.18
214;04;01;2022;00;0.10;0.10;0.10;1.18;1.18;1.18
