IDSTAZIONE;GIORNO;MESE;ANNO;ORA;LIVIDRO_MIN;LIVIDRO_MED;LIVIDRO_MAX;PORT_MIN;PORT_MED;PORT_MAX
214;01;01;2011;01;0.26;0.26;0.26;1.16;1.16;1.16
214;01;01;2011;02;0.26;0.26;0.26;1.16;1.16;1.16
214;01;01;2011;03;0.25;0.26;0.26;1.07;1.12;1.16
214;01;01;2011;04;0.25;0.26;0.26;1.07;1.14;1.16
214;01;01;2011;05;0.25;0.26;0.26;1.07;1.14;1.16
214;01;01;2011;06;0.26;0.26;0.26;1.16;1.16;1.16
214;01;01;2011;07;0.26;0.26;0.26;1.16;1.16;1.16
214;01;01;2011;08;0.25;0.26;0.26;1.07;1.14;1.16
214;01;01;2011;09;0.25;0.26;0.26;1.07;1.12;1.16
214;01;01;2011;10;0.26;0.26;0.26;1.16;1.16;1.16
214;01;01;2011;11;0.25;0.26;0.26;1.07;1.12;1.16
214;01;01;2011;12;0.26;0.26;0.26;1.16;1.16;1.16
214;01;01;2011;13;0.25;0.26;0.26;1.07;1.14;1.16
214;01;01;2011;14;0.26;0.26;0.26;1.16;1.16;1.16
214;01;01;2011;15;0.25;0.26;0.26;1.07;1.12;1.16
214;01;01;2011;16;0.25;0.26;0.26;1.07;1.14;1.16
214;01;01;2011;17;0.26;0.26;0.26;1.16;1.16;1.16
214;01;01;2011;18;0.25;0.26;0.26;1.07;1.12;1.16
214;01;01;2011;19;0.26;0.26;0.26;1.16;1.16;1.16
214;01;01;2011;20;0.25;0.26;0.26;1.07;1.14;1.16
214;01;01;2011;21;0.26;0.26;0.26;1.16;1.16;1.16
214;01;01;2011;22;0.26;0.26;0.26;1.16;1.16;1.16
214;01;01;2011;23;0.26;0.26;0.26;1.16;1.16;1.16
214;02;01;2011;00;0.26;0.26;0.26;1.16;1.16;1.16
214;02;01;2011;01;0.25;0.26;0.26;1.07;1.12;1.16
214;02;01;2011;02;0.26;0.26;0.26;1.16;1.16;1.16
214;02;01;2011;03;0.25;0.26;0.26;1.07;1.14;1.16
214;02;01;2011;04;0.26;0.26;0.26;1.16;1.16;1.16
