IDSTAZIONE;GIORNO;MESE;ANNO;ORA;LIVIDRO_MIN;LIVIDRO_MED;LIVIDRO_MAX;PORT_MIN;PORT_MED;PORT_MAX
406;01;01;2021;01;0.62;0.62;0.62;8.13;8.13;8.13
406;01;01;2021;02;0.62;0.62;0.62;8.13;8.13;8.13
406;01;01;2021;03;0.62;0.62;0.62;8.13;8.13;8.13
406;01;01;2021;04;0.62;0.62;0.62;8.13;8.13;8.13
406;01;01;2021;05;0.62;0.62;0.62;8.13;8.13;8.13
406;01;01;2021;06;0.62;0.62;0.62;8.13;8.13;8.13
406;01;01;2021;07;0.62;0.62;0.62;8.13;8.13;8.13
406;01;01;2021;08;0.62;0.62;0.62;8.13;8.13;8.13
406;01;01;2021;09;0.62;0.62;0.62;8.13;8.13;8.13
406;01;01;2021;10;0.62;0.62;0.62;8.13;8.13;8.13
406;01;01;2021;11;0.62;0.62;0.62;8.13;8.13;8.13
406;01;01;2021;12;0.62;0.62;0.62;8.13;8.13;8.13
406;01;01;2021;13;0.62;0.62;0.62;8.13;8.13;8.13
406;01;01;2021;14;0.62;0.62;0.62;8.13;8.13;8.13
406;01;01;2021;15;0.62;0.62;0.62;8.13;8.13;8.13
406;01;01;2021;16;0.62;0.62;0.62;8.13;8.13;8.13
406;01;01;2021;17;0.62;0.62;0.62;8.13;8.13;8.13
406;01;01;2021;18;0.62;0.62;0.62;8.13;8.13;8.13
406;01;01;2021;19;0.62;0.62;0.62;8.13;8.13;8.13
406;01;01;2021;20;0.62;0.62;0.62;8.13;8.13;8.13
406;01;01;2021;21;0.62;0.62;0.62;8.13;8.13;8.13
406;01;01;2021;22;0.62;0.62;0.62;8.13;8.13;8.13
406;01;01;2021;23;0.62;0.62;0.62;8.13;8.13;8.13
406;02;01;2021;00;0.62;0.62;0.62;8.13;8.13;8.13
406;02;01;2021;01;0.62;0.62;0.62;8.13;8.13;8.13
406;02;01;2021;02;0.62;0.62;0.62;8.13;8.13;8.13
406;02;01;2021;03;0.62;0.62;0.62;8.13;8.13;8.13
406;02;01;2021;04;0.62;0.62;0.62;8.13;8.13;8.13
406;02;01;2021;05;0.62;0.62;0.62;8.13;8.13;8.13
406;02;01;2021;06;0.62;0.62;0.62;8.13;8.13;8.13
406;02;01;2021;07;0.62;0.62;0.62;8.13;8.13;8.13
406;02;01;2021;08;0.62;0.62;0.62;8.13;8.13;8.13
406;02;01;2021;09;0.62;0.62;0.62;8.13;8.13;8.13
406;02;01;2021;10;0.62;0.62;0.62;8.13;8.13;8.13
406;02;01;2021;11;0.62;0.62;0.63;8.13;8.25;8.85
406;02;01;2021;12;0.63;0.63;0.63;8.85;8.85;8.85
406;02;01;2021;13;0.62;0.64;0.64;8.13;9.32;9.56
406;02;01;2021;14;0.61;0.63;0.64;7.42;8.49;9.56
406;02;01;2021;15;0.63;0.64;0.65;8.85;9.20;10.28
406;02;01;2021;16;0.62;0.62;0.62;8.13;8.13;8.13
406;02;01;2021;17;0.62;0.62;0.63;8.13;8.25;8.85
406;02;01;2021;18;0.62;0.62;0.62;8.13;8.13;8.13
406;02;01;2021;19;0.62;0.62;0.62;8.13;8.13;8.13
406;02;01;2021;20;0.61;0.62;0.62;7.42;8.01;8.13
406;02;01;2021;21;0.62;0.62;0.62;8.13;8.13;8.13
406;02;01;2021;22;0.62;0.62;0.63;8.13;8.25;8.85
406;02;01;2021;23;0.62;0.62;0.62;8.13;8.13;8.13
406;03;01;2021;00;0.62;0.62;0.62;8.13;8.13;8.13
406;03;01;2021;01;0.62;0.62;0.62;8.13;8.13;8.13
406;03;01;2021;02;0.62;0.62;0.62;8.13;8.13;8.13
406;03;01;2021;03;0.62;0.62;0.63;8.13;8.25;8.85
406;03;01;2021;04;0.62;0.62;0.62;8.13;8.13;8.13
406;03;01;2021;05;0.62;0.62;0.62;8.13;8.13;8.13
406;03;01;2021;06;0.62;0.62;0.63;8.13;8.25;8.85
406;03;01;2021;07;0.62;0.62;0.62;8.13;8.13;8.13
406;03;01;2021;08;0.62;0.62;0.62;8.13;8.13;8.13
406;03;01;2021;09;0.62;0.62;0.63;8.13;8.25;8.85
406;03;01;2021;10;0.61;0.62;0.62;7.42;8.01;8.13
406;03;01;2021;11;0.62;0.62;0.62;8.13;8.13;8.13
406;03;01;2021;12;0.62;0.63;0.63;8.13;8.61;8.85
406;03;01;2021;13;0.63;0.63;0.63;8.85;8.85;8.85
406;03;01;2021;14;0.62;0.62;0.63;8.13;8.25;8.85
406;03;01;2021;15;0.62;0.62;0.62;8.13;8.13;8.13
406;03;01;2021;16;0.62;0.62;0.63;8.13;8.25;8.85
406;03;01;2021;17;0.62;0.62;0.62;8.13;8.13;8.13
406;03;01;2021;18;0.62;0.62;0.62;8.13;8.13;8.13
406;03;01;2021;19;0.62;0.62;0.62;8.13;8.13;8.13
406;03;01;2021;20;0.62;0.62;0.62;8.13;8.13;8.13
406;03;01;2021;21;0.62;0.62;0.62;8.13;8.13;8.13
406;03;01;2021;22;0.62;0.62;0.62;8.13;8.13;8.13
406;03;01;2021;23;0.61;0.62;0.62;7.42;8.01;8.13
406;04;01;2021;00;0.62;0.62;0.62;8.13;8.13;8.13
406;04;01;2021;01;0.61;0.61;0.62;7.42;7.66;8.13
406;04;01;2021;02;0.61;0.61;0.61;7.42;7.42;7.42
406;04;01;2021;03;0.61;0.61;0.61;7.42;7.42;7.42
406;04;01;2021;04;0.61;0.61;0.61;7.42;7.42;7.42
406;04;01;2021;05;0.61;0.61;0.61;7.42;7.42;7.42
406;04;01;2021;06;0.61;0.61;0.61;7.42;7.42;7.42
406;04;01;2021;07;0.61;0.61;0.61;7.42;7.42;7.42
406;04;01;2021;08;0.61;0.61;0.61;7.42;7.42;7.42
406;04;01;2021;09;0.61;0.61;0.61;7.42;7.42;7.42
406;04;01;2021;10;0.61;0.61;0.61;7.42;7.42;7.42
406;04;01;2021;11;0.61;0.61;0.61;7.42;7.42;7.42
406;04;01;2021;12;0.61;0.61;0.61;7.42;7.42;7.42
406;04;01;2021;13;0.61;0.61;0.61;7.42;7.42;7.42
406;04;01;2021;14;0.60;0.61;0.62;6.71;7.07;8.13
406;04;01;2021;15;0.61;0.62;0.63;7.42;8.13;8.85
406;04;01;2021;16;0.61;0.61;0.61;7.42;7.42;7.42
406;04;01;2021;17;0.61;0.61;0.61;7.42;7.42;7.42
406;04;01;2021;18;0.61;0.61;0.61;7.42;7.42;7.42
406;04;01;2021;19;0.61;0.61;0.61;7.42;7.42;7.42
406;04;01;2021;20;0.61;0.61;0.61;7.42;7.42;7.42
406;04;01;2021;21;0.61;0.61;0.61;7.42;7.42;7.42
406;04;01;2021;22;0.61;0.61;0.61;7.42;7.42;7.42
406;04;01;2021;23;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;00;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;01;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;02;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;03;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;04;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;05;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;06;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;07;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;08;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;09;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;10;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;11;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;12;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;13;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;14;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;15;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;16;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;17;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;18;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;19;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;20;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;21;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;22;0.61;0.61;0.61;7.42;7.42;7.42
406;05;01;2021;23;0.61;0.61;0.61;7.42;7.42;7.42
406;06;01;2021;00;0.61;0.61;0.61;7.42;7.42;7.42
406;06;01;2021;01;0.61;0.61;0.61;7.42;7.42;7.42
406;06;01;2021;02;0.61;0.61;0.61;7.42;7.42;7.42
406;06;01;2021;03;0.61;0.61;0.61;7.42;7.42;7.42
406;06;01;2021;04;0.61;0.61;0.61;7.42;7.42;7.42
406;06;01;2021;05;0.61;0.61;0.61;7.42;7.42;7.42
406;06;01;2021;06;0.60;0.61;0.61;6.71;7.07;7.42
406;06;01;2021;07;0.60;0.61;0.61;6.71;7.30;7.42
406;06;01;2021;08;0.60;0.61;0.61;6.71;7.30;7.42
406;06;01;2021;09;0.60;0.61;0.61;6.71;7.30;7.42
406;06;01;2021;10;0.60;0.61;0.61;6.71;7.30;7.42
406;06;01;2021;11;0.60;0.61;0.61;6.71;7.07;7.42
406;06;01;2021;12;0.61;0.61;0.61;7.42;7.42;7.42
406;06;01;2021;13;0.61;0.61;0.61;7.42;7.42;7.42
406;06;01;2021;14;0.60;0.60;0.61;6.71;6.95;7.42
406;06;01;2021;15;0.60;0.61;0.61;6.71;7.07;7.42
406;06;01;2021;16;0.60;0.61;0.61;6.71;7.07;7.42
406;06;01;2021;17;0.60;0.61;0.61;6.71;7.30;7.42
406;06;01;2021;18;0.61;0.61;0.61;7.42;7.42;7.42
406;06;01;2021;19;0.61;0.61;0.61;7.42;7.42;7.42
406;06;01;2021;20;0.60;0.61;0.61;6.71;7.07;7.42
406;06;01;2021;21;0.60;0.60;0.60;6.71;6.71;6.71
406;06;01;2021;22;0.60;0.60;0.60;6.71;6.71;6.71
406;06;01;2021;23;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;00;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;01;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;02;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;03;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;04;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;05;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;06;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;07;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;08;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;09;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;10;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;11;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;12;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;13;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;14;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;15;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;16;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;17;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;18;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;19;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;20;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;21;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;22;0.60;0.60;0.60;6.71;6.71;6.71
406;07;01;2021;23;0.60;0.60;0.60;6.71;6.71;6.71
406;08;01;2021;00;0.60;0.60;0.60;6.71;6.71;6.71
406;08;01;2021;01;0.60;0.60;0.60;6.71;6.71;6.71
406;08;01;2021;02;0.60;0.60;0.60;6.71;6.71;6.71
406;08;01;2021;03;0.60;0.60;0.60;6.71;6.71;6.71
406;08;01;2021;04;0.60;0.60;0.60;6.71;6.71;6.71
406;08;01;2021;05;0.60;0.60;0.60;6.71;6.71;6.71
406;08;01;2021;06;0.60;0.60;0.60;6.71;6.71;6.71
406;08;01;2021;07;0.60;0.60;0.60;6.71;6.71;6.71
406;08;01;2021;08;0.59;0.60;0.60;6.01;6.48;6.71
406;08;01;2021;09;0.59;0.59;0.59;6.01;6.01;6.01
406;08;01;2021;10;0.59;0.59;0.59;6.01;6.01;6.01
406;08;01;2021;11;0.59;0.59;0.60;6.01;6.13;6.71
406;08;01;2021;12;0.59;0.59;0.59;6.01;6.01;6.01
406;08;01;2021;13;0.59;0.60;0.60;6.01;6.48;6.71
406;08;01;2021;14;0.59;0.60;0.60;6.01;6.48;6.71
