IDSTAZIONE;GIORNO;MESE;ANNO;ORA;LIVIDRO_MIN;LIVIDRO_MED;LIVIDRO_MAX;PORT_MIN;PORT_MED;PORT_MAX
406;01;01;2010;01;0.27;0.28;0.28;7.97;8.14;8.30
406;01;01;2010;02;0.28;0.28;0.28;8.30;8.30;8.30
406;01;01;2010;03;0.28;0.28;0.28;8.30;8.30;8.30
406;01;01;2010;04;0.28;0.28;0.28;8.30;8.30;8.30
406;01;01;2010;05;0.27;0.28;0.28;7.97;8.14;8.30
406;01;01;2010;06;0.27;0.28;0.28;7.97;8.14;8.30
406;01;01;2010;07;0.27;0.27;0.27;7.97;7.97;7.97
406;01;01;2010;08;0.27;0.28;0.28;7.97;8.14;8.30
406;01;01;2010;09;0.27;0.28;0.28;7.97;8.14;8.30
406;01;01;2010;10;0.28;0.28;0.28;8.30;8.30;8.30
406;01;01;2010;11;0.27;0.28;0.28;7.97;8.14;8.30
406;01;01;2010;12;0.27;0.27;0.27;7.97;7.97;7.97
406;01;01;2010;13;0.27;0.27;0.27;7.97;7.97;7.97
406;01;01;2010;14;0.27;0.27;0.27;7.97;7.97;7.97
406;01;01;2010;15;0.26;0.27;0.27;7.64;7.80;7.97
406;01;01;2010;16;0.26;0.27;0.27;7.64;7.80;7.97
406;01;01;2010;17;0.27;0.27;0.27;7.97;7.97;7.97
406;01;01;2010;18;0.27;0.27;0.27;7.97;7.97;7.97
406;01;01;2010;19;0.27;0.28;0.28;7.97;8.14;8.30
406;01;01;2010;20;0.28;0.28;0.28;8.30;8.30;8.30
406;01;01;2010;21;0.27;0.28;0.28;7.97;8.14;8.30
406;01;01;2010;22;0.27;0.27;0.27;7.97;7.97;7.97
406;01;01;2010;23;0.27;0.27;0.27;7.97;7.97;7.97
406;02;01;2010;00;0.26;0.26;0.26;7.64;7.64;7.64
406;02;01;2010;01;0.27;0.27;0.27;7.97;7.97;7.97
406;02;01;2010;02;0.27;0.27;0.27;7.97;7.97;7.97
406;02;01;2010;03;0.26;0.27;0.27;7.64;7.80;7.97
406;02;01;2010;04;0.27;0.27;0.27;7.97;7.97;7.97
406;02;01;2010;05;0.26;0.27;0.27;7.64;7.80;7.97
