IDSTAZIONE;GIORNO;MESE;ANNO;ORA;LIVIDRO_MIN;LIVIDRO_MED;LIVIDRO_MAX;PORT_MIN;PORT_MED;PORT_MAX
406;01;01;2011;01;0.27;0.27;0.27;9.69;9.69;9.69
406;01;01;2011;02;0.27;0.27;0.27;9.69;9.69;9.69
406;01;01;2011;03;0.27;0.28;0.28;9.69;9.88;10.07
406;01;01;2011;04;0.27;0.27;0.27;9.69;9.69;9.69
406;01;01;2011;05;0.27;0.27;0.27;9.69;9.69;9.69
406;01;01;2011;06;0.27;0.27;0.27;9.69;9.69;9.69
406;01;01;2011;07;0.26;0.26;0.26;9.31;9.31;9.31
406;01;01;2011;08;0.26;0.27;0.27;9.31;9.50;9.69
406;01;01;2011;09;0.26;0.26;0.26;9.31;9.31;9.31
406;01;01;2011;10;0.26;0.27;0.27;9.31;9.50;9.69
406;01;01;2011;11;0.26;0.27;0.27;9.31;9.50;9.69
406;01;01;2011;12;0.26;0.26;0.26;9.31;9.31;9.31
406;01;01;2011;13;0.26;0.26;0.26;9.31;9.31;9.31
406;01;01;2011;14;0.26;0.26;0.26;9.31;9.31;9.31
406;01;01;2011;15;0.26;0.27;0.27;9.31;9.50;9.69
406;01;01;2011;16;0.27;0.27;0.27;9.69;9.69;9.69
406;01;01;2011;17;0.27;0.27;0.27;9.69;9.69;9.69
406;01;01;2011;18;0.26;0.27;0.27;9.31;9.50;9.69
406;01;01;2011;19;0.27;0.27;0.27;9.69;9.69;9.69
406;01;01;2011;20;0.27;0.27;0.27;9.69;9.69;9.69
406;01;01;2011;21;0.26;0.26;0.26;9.31;9.31;9.31
406;01;01;2011;22;0.26;0.27;0.27;9.31;9.50;9.69
406;01;01;2011;23;0.26;0.26;0.26;9.31;9.31;9.31
406;02;01;2011;00;0.26;0.26;0.26;9.31;9.31;9.31
406;02;01;2011;01;0.26;0.26;0.26;9.31;9.31;9.31
406;02;01;2011;02;0.25;0.25;0.25;8.95;8.95;8.95
406;02;01;2011;03;0.26;0.26;0.26;9.31;9.31;9.31
